en	fr	es	el	it	ar	de	ja	hu	pt	hr
navbar_gif	CheckGif	CheckGif	CheckGif	CheckGif	CheckGif	تحقق من Gif	Checkgif	CheckGif	CheckGif	CheckGif	CheckGif
navbar_disinfo_deck	Disinformation Monitoring Dashboard	Tableau de bord de surveillance de la désinformation	Panel de monitoreo de desinformación	Πίνακας παρακολούθησης παραπληροφόρησης	Cruscotto di monitoraggio della disinformazione	لوحة مراقبة المعلومات المضللة	Überwachungs-Dashboard für Desinformation	偽情報監視ダッシュボード	Dezinformációfigyelő irányítópult	Painel de monitoramento de desinformação	Nadzorna ploča za praćenje dezinformacija
navbar_archiving	Archiving	Archivage	Archivar	Αρχειοθέτηση	Archiviazione	الأرشفة	Archivierung	アーカイブ	Archiválás	Arquivar	Arhiviranje
cookies_decline	Decline	Refuser	Rechazar	Aπόρριψη	Rifiutare	رفض	ABLEHNEN	拒否	Elutasítás	Recusar	Odbij
cookies_accept	Accept	Accepter	Aceptar	Αποδοχή	Accettare	قبول	AKZEPTIEREN	許可	Elfogadás	Aceitar	Prihvati
cookies_message	We use your browser local storage for your preferences (language, features) to make it work properly. We do not use any cookies : therefore no personal data will be saved and your browsing data will not be tracked. Nevertheless, we need your consent to use Matomo for the sole purpose of understanding which tools are being used and how, in order to enhance the verification plugin. If you do not consent, Matomo will be disabled as well as your preferences when you close your session.	Cette extension utilise le stockage local de votre navigateur afin d'y stocker vos préférences (langue, outils). Nous n'utilisons pas de cookies : aucune donnée personnelle (y compris vos données de navigation) n'est enregistrée. Nous avons en revanche besoin de votre autorisation pour utiliser Matomo, uniquement pour mieux comprendre les usages des outils de vérification afin d'améliorer le plugin. Si vous ne donnez pas votre autorisation, Matomo sera désactivé ainsi que vos paramètres si vous relancer une nouvelle session.	El plugin utiliza el almacenamiento local de su navegador para conservar sus preferencias (lengua, herramientas). No usamos cookies, no se guardan datos personales y tampoco datos de su navegación. Usamos en cambio Matomo con el único objetivo de entender mejor el uso de las herramientos y usar ese conocimiento para mejorar el plugin. Por lo tanto, necesitamos su autorización. Si no da su consentimiento, Matomo será desactivado y tambien sus preferencias si cierra su sessión.	Χρησιμοποιούμε τον τοπικό αποθηκευτικό χώρο του προγράμματος περιήγησης για τις προτιμήσεις σας (γλώσσα, λειτουργίες), ώστε να λειτουργεί σωστά. Δεν χρησιμοποιούμε cookies : επομένως δεν αποθηκεύονται προσωπικά δεδομένα και δεν παρακολουθούνται τα δεδομένα περιήγησής σας. Ωστόσο, χρειαζόμαστε τη συγκατάθεσή σας για να χρησιμοποιήσουμε το Matomo με μοναδικό σκοπό να κατανοήσουμε ποια εργαλεία χρησιμοποιούνται και πώς, προκειμένου να βελτιώσουμε το πρόσθετο επαλήθευσης. Εάν δεν συναινέσετε, το Matomo θα απενεργοποιηθεί, καθώς και οι προτιμήσεις σας όταν κλείσετε τη συνεδρία σας.	Questa estensione utilizza l'archiviazione locale del browser per memorizzare le tue preferenze (lingua, strumenti). Non utilizziamo cookie: non vengono salvati dati personali (inclusi i dati di navigazione). Tuttavia, abbiamo bisogno della tua autorizzazione per utilizzare Matomo, al solo scopo di comprendere meglio l'utilizzo degli strumenti di verifica al fine di migliorare il plug-in. Se non dai la tua autorizzazione, Matomo verrà disabilitato così come le tue preferenze se riavvierai una nuova sessione.	يستخدم هذا الملحق التخزين المحلي للمتصفح الخاص بك لتخزين تفضيلاتك (اللغة، الأدوات). نحن لا نستخدم ملفات تعريف الارتباط: لا يتم حفظ أي بيانات شخصية (بما في ذلك بيانات التصفح الخاصة بك). ومع ذلك، نحتاج إلى إذنك لاستخدام Matomo، فقط لفهم استخدام أدوات التحقق بشكل أفضل لتحسين المكون الإضافي. إذا لم تمنح إذنك، فسيتم تعطيل Matomo بالإضافة إلى تفضيلاتك إذا قمت بإعادة تشغيل جلسة جديدة.	Dieses Add-on verwendet den lokalen Speicher Ihres Browsers, um Ihre Einstellungen (Sprache, Tools) zu speichern. Wir verwenden keine Cookies: Es werden keine persönlichen Daten (einschließlich Ihrer Browserdaten) gespeichert. Wir benötigen jedoch Ihre Erlaubnis, Matomo zu verwenden, um die Nutzung der Überprüfungstools besser zu verstehen und das Plugin zu verbessern. Wenn Sie Ihre Erlaubnis nicht geben, wird Matomo deaktiviert, ebenso wie Ihre Einstellungen, wenn Sie eine neue Sitzung starten.	このプラグインは、設定（言語、ツール）を保持するためにブラウザのローカルストレージを使用します。Cookieは使用しません。個人データは保存されず、閲覧データも追跡されません。ただし、プラグインを改善するためにツールの使用状況をよりよく理解することを唯一の目的として、Matomoを使用するためにあなたの許可が必要です。同意しない場合、セッションを閉じるとMatomoは無効になり、設定も無効になります。	Ez a bővítmény a böngésző helyi tárolóját használja a beállítások (nyelv, eszközök) tárolására. Nem használunk sütiket: semmilyen személyes adatot (beleértve a böngészési adatokat sem) nem mentünk el. Azonban engedélyedre van szükségünk a Matomo használatához, kizárólag a hitelesítő eszközök használatának jobb megértése érdekében a bővítmény fejlesztése céljából. Ha nem adod meg az engedélyed, a Matomo letiltásra kerül, valamint a beállításaid is, ha új munkamenetet indítasz.	Este plugin usa o armazenamento local do seu navegador para manter suas preferências (idioma, ferramentas). Não usamos cookies, nenhum dado pessoal é salvo e seus dados de navegação não são rastreados. No entanto, usamos o Matomo com o único objetivo de entender melhor o uso das ferramentas e usar esse conhecimento para melhorar o plugin. Portanto, precisamos da sua autorização. Se você não der seu consentimento, o Matomo será desativado, assim como suas preferências, se você fechar a sessão.	Koristimo lokalnu pohranu vašeg preglednika za vaše postavke (jezik, značajke) kako bi ispravno radio. Ne koristimo kolačiće: stoga se neće spremati osobni podaci i vaši podaci o pregledavanju neće se pratiti. Ipak, potrebna nam je vaša suglasnost za korištenje Matoma u jedinu svrhu razumijevanja koji se alati koriste i kako, kako bismo poboljšali dodatak za provjeru. Ako ne date suglasnost, Matomo će biti onemogućen, kao i vaše postavke kada zatvorite sesiju.
navbar_analysis_image	Image Analysis	Analyse d'image	Análisis de Imagen	Ανάλυση εικόνας	Analisi dell'immagine	تحليل الصور	Bildanalyse	画像解析	Képelemzés	Análise de Imagem	Analiza slike
navbar_analysis_video	Video Analysis	Analyse Vidéo	Análisis de Vídeo	Βίντεο ανάλυση	Analisi video	تحليل الفيديو	Videoanalyse	動画解析	Videóelemzés	Análise de Vídeo	Analiza videozapisa
navbar_twitter_crowdtangle	CSV Analysis	Analyse CSV	Analisis CSV	Ανάλυση CSV	Analisi CSV	تحليل CSV	CSV Analyse	CSV分析	CSV-elemzés	Análise CSV	Analiza CSV-a
navbar_synthetic_image_detection	Synthetic image	Images synthétiques	Imágenes sintéticas	Συνθετική εικόνα	Immagine sintetica	صورة اصطناعية	Synthetische Medien	合成画像	Szintetikus kép	Imagens sintéticas	Sintetička slika
navbar_hiya	Hiya	Hiya	Hiya	Hiya	Hiya	Hiya	Hiya	Hiya	Hiya	Hiya	Hiya
navbar_semantic_search	Fact Check Semantic Search	Recherche sémantique de Fact Check	Búsqueda semántica de Fact Check	Σημασιολογική αναζήτηση του Fact Check	Ricerca semantica di Fact Check	بحث دلالي لـ Fact Check	Semantische Suche von Fact Check	ファクトチェックセマンティック検索	Tényellenőrző szemantikus keresés	Busca semântica de Verificação de Fatos	Semantičko pretraživanje provjere činjenica
navbar_deepfake_image	Face swap	Échange de visage	Intercambio de caras	Ανταλλαγή προσώπου	Scambio di volti	تبديل الوجه	Gesichtstausch	フェイススワップ	Arc csere (Face swap)	Troca de rostos	Zamjena lica
navbar_geolocation	Geolocalizer	Géolocalisation	Geolocalizador	Geolocalizer	Geolocalizzazione	تحديد الموقع الجغرافي	Geolokalisierung	ジオローカライザー	Geolokátor	Geolocalizador	Geolokator
navbar_verification	Verification	Vérification	Verificación	Επαλήθευση	Verifica	تحقُق	Überprüfung	検証	Ellenőrzés	Verificação	Provjera
navbar_verification_short	Verifi...	Vérifi...	Verifi...	Επαλή...	Verifi...	verifi ...	Verifi ...	検証...	Ellenőrzés...	Verifi...	Verifi...
navbar_learning	Learning	Apprendre	Aprender	Μάθηση	Apprendimento	التعلم	Lernen	学ぶ	Oktatás	Aprender	Učenje
navbar_learning_short	Learning	Appre...	Aprend...	Μάθηση	Apprend...	التعلم	Lernen	学ぶ	Oktatás	Aprend...	Učenje
navbar_more	More	Plus	Más	Περισσότερα	Più	المزيد	Mehr	さらに表示	Több	Mais	Više
navbar_more_short	More	Plus	Más	Περισσ...	Di più	المزيد	Mehr	さらに表示	Több	Mais	Više
navbar_deepfake_video	Deepfake	Deepfake	Deepfake	Deepfake	Deepfake	تزييف عميق	Deepfake	ディープフェイク	Deepfake	Deepfake	Deepfake
navbar_category_general	General	Général	General	Γενικά	Generale	عام	Allgemein	全般	Általános	Geral	Općenito
navbar_category_video	Video	Vidéo	Video	βίντεο	Video	فيديو	Video	動画	Videó	Vídeo	Video
navbar_category_image	Image	Image	Imagen	Εικόνα	Immagine	صورة	Bild	画像	Kép	Imagem	Slika
navbar_category_audio	Audio	Audio	Audio	Ήχος	Audio	صوت	Audio	音声	Hang	Áudio	Audio
navbar_category_search	Search	Recherche	Busqueda	Αναζήτηση	Ricerca	بحث	Suchen	検索	Keresés	Busca	Pretraživanje
navbar_category_data	Data analysis	Analyse des données	Análisis de datos	Ανάλυση δεδομένων	Analisi dei dati	تحليل البيانات	Datenanalyse	データ解析	Adat elemzés	Análise de dados	Analiza podataka
navbar_category_other	Other tools	Autres outils	Otras herramientas	Άλλα εργαλεία	Altri strumenti	أدوات أخرى	Andere Werkzeuge	その他のツール	Egyéb eszközök	Outras ferramentas	Ostali alati
navbar_collapse	Hide	Masquer	Ocultar	Απόκρυψη	Nascondi	إخفاء	Einklappen	非表示	Elrejtés	Ocultar	Sakrij
navbar_c2pa	Provenance (C2PA)	Provenance (C2PA)	Procedencia (C2PA)	Προέλευση (C2PA)	Provenienza (C2PA)	الأصل (C2PA)	Provenienz (C2PA)	出所情報(C2PA)	Forrás (C2PA)	Procedência (C2PA)	Podrijetlo (C2PA)
color_mode_system	System	Système	Sistema	Σύστημα	Sistema	نظام	System	システム	Rendszer	Sistema	Sustav
color_mode_light	Light	Clair	Claro	Φωτεινό	Chiaro	فاتح	Hell	ライト	Világos	Claro	Svijetlo
color_mode_dark	Dark	Sombre	Oscuro	Σκούρο	Scuro	داكن	Dunkel	ダーク	Sötét	Escuro	Tamno
quiz_unlock_explanations	Unlock Interactive explanations	Déverrouiller les explications de interactif	Desbloquear las explicaciones de la prueba	Ξεκλείδωμα διαδραστικών εξηγήσεων	Sblocca spiegazioni interattive	فتح التفسيرات التفاعلية	interaktive Erklärungen freischalten	鍵がかかった説明文を有効にする	Interaktív magyarázatok feloldása	Desbloquear as explicações da prova	Otključaj interaktivna objašnjenja
cookies_usage	Accept Matomo	Accepter Matomo	Aceptar Matomo	Αποδοχή του Matomo	Accetta Matomo	قبول Matomo	Matomo akzeptieren	Matomoを許可する	Matomo elfogadása	Aceitar Matomo	Prihvati Matomo
storage_usage	Keep my preferences	Conserver mes préférences	Conserver mis preferencias	Κρατήστε τις προτιμήσεις μου	Mantieni le mie preferenze	حافظ على تفضيلاتي	Vorlieben behalten	設定を保存	Beállításaim megtartása	Manter minhas preferências	Zadrži moje postavke
drawer_settings_title	Settings	Paramètres	Configuración	Ρυθμίσεις	Impostazioni	الإعدادات	Einstellungen	設定	Beállítások	Configurações	Postavke
drawer_settings_appearance	Appearance	Apparence	Apariencia	Εμφάνιση	Aspetto	المظهر	Erscheinungsbild	外観	Megjelenés	Aparência	Izgled
drawer_settings_language	Language	Langue	Idioma	Γλώσσα	Lingua	اللغة	Sprache	言語	Nyelv	Idioma	Jezik
drawer_settings_theme	Theme	Thème	Tema	Θέμα	Tema	سمة	Thema	テーマ	Téma	Tema	Tema
drawer_settings_font_size	Font size	Taille de police	Tamaño de fuente	Μέγεθος γραμματοσειράς	Dimensione carattere	حجم الخط	Schriftgröße	フォントサイズ	Betűméret	Tamanho da fonte	Veličina fonta
drawer_settings_other_preferences	Other preferences	Autres préférences	Otras preferencias	Άλλες προτιμήσεις	Altre preferenze	تفضيلات أخرى	Weitere Einstellungen	その他の設定	Egyéb beállítások	Ostale postavke
drawer_settings_advanced_tools	Advanced tools	Outils Avancés	Herramientas Avanzadas	Προηγμένα εργαλεία	Strumenti avanzati	ادوات متقدمة	Erweiterte Werkzeuge	高度なツール	Haladó eszközök	Ferramentas Avançadas	Napredni alati
drawer_settings_account	Account	Compte	Cuenta	Λογαριασμός	Account	الحساب	Konto	アカウント	Fiók	Conta	Račun
snaRecord_socialMediaSelectlabel	Social media recorded	Médias sociaux enregistrés	Redes sociales registradas	Καταγεγραμμένα κοινωνικά μέσα	Social media registrati	وسائل التواصل المسجلة	Erfasste soziale Medien	記録されたソーシャルメディア	Rögzített közösségi média	Redes sociais registradas	Snimljene društvene mreže
snaRecording_selectCollectionLabel	Select collection	Sélectionner une collection	Seleccionar colección	Επιλέξτε συλλογή	Seleziona raccolta	اختر المجموعة	Sammlung auswählen	コレクションを選択	Kiválasztás gyűjtemény	K selecionar coleção	Odaberi zbirku
snaTools_newCollectionLabel	New collection	Nouvelle collection	Nueva colección	Nέα συλλογή	Nuova raccolta	مجموعة جديدة	Neue Sammlung	新しいコレクション	Uj gyűjtemény	Nova coleção	Nova zbirka
snaTools_addNewCollectionLabel	Add new collection	Ajouter une nouvelle collection	Añadir nueva colección	Προσθήκη νέας συλλογής	Aggiungi nuova raccolta	إضافة مجموعة جديدة	Neue Sammlung hinzufügen	新しいコレクションを追加	Készítsen új gyűjteményt	Adicionar nova coleção	Dodaj novu zbirku
snaRecording_startRecordingButton	Start recording	Démarrer l’enregistrement	Iniciar grabación	Έναρξη καταγραφής	Avvia registrazione	ابدأ التسجيل	Aufnahme starten	録画開始	Rögzítés indítása	Iniciar gravação	Započni snimanje
snaRecording_stopRecording	Stop recording	Arrêter l’enregistrement	Detener grabación	Διακοπή καταγραφής	Interrompi registrazione	إيقاف التسجيل	Aufnahme beenden	録画停止	Rögzítés leállítása	Parar gravação	Zaustavi snimanje
snaRecording_startRecording	Start recording	Démarrer l’enregistrement	Iniciar grabación	Έναρξη καταγραφής	Avvia registrazione	ابدأ التسجيل	Aufnahme starten	録画開始	Rögzítés indítása	Iniciar gravação	Započni snimanje
navbar_sna	Social Network Analysis	Analyse de réseaux sociaux	Análisis de redes sociales	Ανάλυση κοινωνικών δικτύων	Analisi delle reti sociali	تحليل الشبكات الاجتماعية	Sozialnetzwerkanalyse	ソーシャルネットワーク分析	Szociális hálózatelemzés	Análise de redes sociais	Analiza društvenih mreža
navbar_sna_description	Tools to capture, upload and analyze data from social media. See pop up, settings menu or X search for capture tool.	Outils pour capturer, télécharger et analyser les données des réseaux sociaux. Consultez la fenêtre contextuelle, le menu paramètres ou la recherche X pour l’outil de capture.	Herramientas para capturar, subir y analizar datos de redes sociales. Vea el pop‑up, el menú de configuración o la búsqueda X para la herramienta de captura.	Εργαλεία για καταγραφή, μεταφόρτωση και ανάλυση δεδομένων από κοινωνικά μέσα. Δείτε το αναδυόμενο παράθυρο, το μενού ρυθμίσεων ή την αναζήτηση X για το εργαλείο λήψης.	Strumenti per acquisire, caricare e analizzare i dati dai social media. Vedi pop‑up, menu impostazioni o ricerca X per lo strumento di acquisizione.	أدوات لالتقاط ورفع وتحليل البيانات من وسائل التواصل الاجتماعي. راجع النافذة المنبثقة، قائمة الإعدادات أو بحث X لأداة الالتقاط.	Tools zum Erfassen, Hochladen und Analysieren von Daten aus sozialen Medien. Siehe Pop‑up, Einstellungsmenü oder X‑Suche für das Capture‑Tool.	ソーシャルメディアからデータをキャプチャ、アップロード、分析するツールです。キャプチャツールはポップアップ、設定メニュー、またはX検索をご覧ください。	Szociális média adatainak rögzítésére, feltöltésére és elemzésére szolgáló eszközök. Nézze meg a felugró ablakot, a beállítások menüt vagy az X keresést a rögzítő eszközhöz.	Ferramentas para capturar, carregar e analisar dados de redes sociais. Veja o pop‑up, menu de configurações ou busca X para a ferramenta de captura.	Alati za snimanje, prijenos i analizu podataka s društvenih medija. Pogledajte skočni prozor, izbornik postavki ili X pretraživanje za alat za snimanje.
snaRecord_settingsTitle	Social network analysis recording	Enregistrement de l'analyse du réseau social	Grabación de análisis de redes sociales	Καταγραφή ανάλυσης κοινωνικού δικτύου	Registrazione dell'analisi della rete sociale	تسجيل تحليل الشبكة الاجتماعية	Aufzeichnung der sozialen Netzwerkanalyse	ソーシャルネットワーク分析の記録	Szociális hálózatelemzés rögzítése	Gravação da análise de rede social	Snimanje analize društvene mreže
navbar_chatbot	Chatbot	Chatbot	Chatbot	Chatbot	Chatbot	Chatbot	Chatbot	Chatbot	Chatbot	Chatbot	Chatbot
